0,1,2
-2.8936465,8.032848,4.2714806
5.5642147,9.060371,6.974216
2.8228257,7.3703957,8.830236
0.20756428,6.871528,6.261768
2.338818,7.829873,8.332971
1.1273552,6.918629,7.427569
2.3168435,7.835204,7.0659685
-2.902627,8.602511,4.7824717
-0.9091347,5.148447,6.2547264
-2.5252793,8.443756,4.7442083
-3.3697968,2.6355217,4.604697
3.8256233,8.3468275,7.334289
-3.088906,8.035751,4.4626756
7.3116403,10.640382,7.9263167
-1.8615035,7.2845125,4.874079
3.8115678,8.674094,7.047224
8.51255,11.696854,7.286415
-3.0362196,7.9353647,4.3455124
-0.7411801,6.518011,5.7912297
9.779865,11.041736,7.2654204
-1.1393663,5.9250484,5.782627
-0.9511231,4.868702,5.612411
9.426206,11.633071,8.09338
10.15839,10.106083,6.878928
7.422244,10.581023,6.8489366
2.074572,8.016986,9.120891
11.844133,10.46404,6.9848375
7.5042543,9.148859,6.703806
10.83433,11.428855,7.339689
7.2913246,11.000313,7.364717
11.910267,10.491864,6.887773
2.249955,8.142826,8.987004
1.7530459,8.208047,7.780755
9.000886,9.443503,6.9113297
11.976611,10.435851,7.8653708
-0.6764128,6.93624,6.5592847
-3.3087893,8.15182,4.054098
1.7605604,8.297052,7.9119067
-6.6369944,2.0927775,6.1538115
8.9842,9.760408,6.8032246
-2.8349245,2.070022,5.706578
9.487035,10.845785,6.449016
2.0538447,8.157053,8.691428
7.568001,11.309069,7.676413
9.638926,10.373134,7.0198
-3.6918683,2.3441432,5.1835995
7.222421,10.865749,6.609813
-1.7910372,7.4771013,4.886582
10.040601,9.495907,7.9091964
-2.2691646,6.6388893,5.643622
-2.8367422,8.502109,4.5875688
-2.3984103,2.2903967,4.7900057
10.432556,9.904115,7.5268836
2.8047533,7.5278163,9.092827
8.529817,11.703972,7.339022
-1.6632848,6.4075704,5.7821136
-0.62826455,5.2148547,5.496442
9.060922,11.024915,6.48579
-2.9308305,4.0948195,6.5229692
8.979872,11.227665,7.9486327
-2.6222937,8.279075,4.6747746
9.4608555,10.210286,6.6642704
10.977055,11.053933,7.6596437
10.81412,10.208211,7.0379934
7.354798,9.994352,6.77065
9.419741,12.282623,6.9285917
7.688564,11.118413,7.194737
-1.5483344,7.285658,5.144886
-2.6718247,1.9507188,4.5517354
-3.432621,2.9081883,4.517986
4.5068917,8.665701,6.9455876
9.787823,11.021363,7.8249526
10.039715,10.819214,8.089866
-3.3842328,4.157114,5.7430663
-1.5003623,7.638808,5.5958767
9.104106,11.437004,8.735108
-2.2186177,7.4318333,4.996298
3.46662,8.241719,7.2322407
5.1108594,9.38502,7.029442
0.9711507,6.0412908,7.4444265
-1.8927789,4.3643384,5.9274387
11.294075,10.866068,6.7606854
8.951054,10.473857,7.771292
2.6814113,6.9130993,8.51996
-4.6392508,2.355884,6.049262
-1.5800852,6.1275077,6.2627378
9.490841,11.800083,8.25021
10.434205,10.5174465,7.3659463
8.665478,10.965116,6.545145
10.84602,11.201063,7.497036
-3.429894,4.1685047,5.6775827
-2.1653295,3.6532238,5.112195
-1.4912275,6.314525,5.4465566
12.104344,10.434708,7.329163
11.404526,10.682215,7.0817156
-1.4695212,7.3856053,5.535479
-1.5220313,4.4855876,6.3934317
11.873358,11.389004,8.116568
2.2753677,7.5992928,7.947461
-3.6768975,3.245234,4.5756836
